data_timestep,vehicle_CO,vehicle_CO2,vehicle_HC,vehicle_NOx,vehicle_PMx,vehicle_angle,vehicle_eclass,vehicle_electricity,vehicle_fuel,vehicle_id,vehicle_lane,vehicle_noise,vehicle_pos,vehicle_route,vehicle_speed,vehicle_type,vehicle_waiting,vehicle_x,vehicle_y,edge_id,edge_traveltime,lane_CO,lane_CO2,lane_HC,lane_NOx,lane_PMx,lane_electricity,lane_fuel,lane_id,lane_maxspeed,lane_meanspeed,lane_noise,lane_occupancy,lane_vehicle_count
83.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
83.00,,,,,,,,,,,,,,,,,,,,e0,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e0_0,33.53,33.53,0.00,0.00,0
83.00,,,,,,,,,,,,,,,,,,,,e1,107.50,950.70,59936.82,5.81,26.04,1.37,0.00,25.76,e1_0,33.53,18.60,81.65,0.01,5
83.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
84.00,302.61,17930.37,1.82,7.78,0.43,90.00,HBEFA3/PC_G_EU4,0.00,7.71,0,e1_0,77.06,440.99,route01,25.96,Car01,0.00,2319.04,-1.60,,,,,,,,,,,,,,,
84.00,260.10,16197.54,1.59,7.01,0.38,90.00,HBEFA3/PC_G_EU4,0.00,6.96,1,e1_0,75.96,404.24,route01,23.75,Car,0.00,2259.90,-1.60,,,,,,,,,,,,,,,
84.00,15.12,4420.39,0.18,1.49,0.07,90.00,HBEFA3/PC_G_EU4,0.00,1.90,2,e1_0,69.99,366.19,route01,22.02,Car,0.00,2198.66,-1.60,,,,,,,,,,,,,,,
84.00,226.59,14394.51,1.38,6.31,0.32,90.00,HBEFA3/PC_G_EU4,0.00,6.19,3,e1_0,75.12,314.58,route01,17.23,Car,0.00,2115.61,-1.60,,,,,,,,,,,,,,,
84.00,22.91,2708.10,0.16,0.95,0.03,90.00,HBEFA3/PC_G_EU4,0.00,1.16,4,e1_0,63.04,284.00,route01,10.97,Car,0.00,2066.39,-1.60,,,,,,,,,,,,,,,
84.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
84.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
84.00,,,,,,,,,,,,,,,,,,,,e0,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e0_0,33.53,33.53,0.00,0.00,0
84.00,,,,,,,,,,,,,,,,,,,,e1,100.08,827.32,55650.90,5.14,23.54,1.23,0.00,23.92,e1_0,33.53,19.98,81.30,0.01,5
84.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
85.00,369.02,20652.50,2.20,9.01,0.51,90.00,HBEFA3/PC_G_EU4,0.00,8.88,0,e1_0,78.58,469.06,route01,28.08,Car01,0.00,2364.23,-1.60,,,,,,,,,,,,,,,
85.00,299.33,17813.37,1.81,7.73,0.43,90.00,HBEFA3/PC_G_EU4,0.00,7.66,1,e1_0,76.98,429.98,route01,25.74,Car,0.00,2301.32,-1.60,,,,,,,,,,,,,,,
85.00,13.10,4317.50,0.16,1.44,0.07,90.00,HBEFA3/PC_G_EU4,0.00,1.86,2,e1_0,70.02,388.33,route01,22.14,Car,0.00,2234.29,-1.60,,,,,,,,,,,,,,,
85.00,265.79,16575.54,1.62,7.28,0.38,90.00,HBEFA3/PC_G_EU4,0.00,7.12,3,e1_0,76.39,334.41,route01,19.83,Car,0.00,2147.52,-1.60,,,,,,,,,,,,,,,
85.00,184.67,11503.09,1.12,5.04,0.25,90.00,HBEFA3/PC_G_EU4,0.00,4.94,4,e1_0,73.33,297.57,route01,13.57,Car,0.00,2088.23,-1.60,,,,,,,,,,,,,,,
85.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
85.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
85.00,,,,,,,,,,,,,,,,,,,,e0,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e0_0,33.53,33.53,0.00,0.00,0
85.00,,,,,,,,,,,,,,,,,,,,e1,91.45,1131.91,70861.99,6.91,30.49,1.63,0.00,30.46,e1_0,33.53,21.87,82.95,0.01,5
85.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
86.00,399.28,21479.92,2.36,9.36,0.54,90.00,HBEFA3/PC_G_EU4,0.00,9.23,0,e1_0,79.11,499.14,route01,30.07,Car01,0.00,2412.62,-1.60,,,,,,,,,,,,,,,
86.00,361.79,20365.98,2.16,8.88,0.50,90.00,HBEFA3/PC_G_EU4,0.00,8.75,1,e1_0,78.42,457.82,route01,27.84,Car,0.00,2346.13,-1.60,,,,,,,,,,,,,,,
86.00,27.65,5013.93,0.25,1.76,0.08,90.00,HBEFA3/PC_G_EU4,0.00,2.16,2,e1_0,70.36,410.70,route01,22.37,Car,0.00,2270.30,-1.60,,,,,,,,,,,,,,,
86.00,312.83,18862.70,1.89,8.30,0.45,90.00,HBEFA3/PC_G_EU4,0.00,8.11,3,e1_0,77.66,356.84,route01,22.43,Car,0.00,2183.62,-1.60,,,,,,,,,,,,,,,
86.00,212.84,13534.66,1.30,5.93,0.30,90.00,HBEFA3/PC_G_EU4,0.00,5.82,4,e1_0,74.60,313.73,route01,16.17,Car,0.00,2114.24,-1.60,,,,,,,,,,,,,,,
86.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
86.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
86.00,,,,,,,,,,,,,,,,,,,,e0,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e0_0,33.53,33.53,0.00,0.00,0
86.00,,,,,,,,,,,,,,,,,,,,e1,84.12,1314.39,79257.19,7.95,34.23,1.87,0.00,34.07,e1_0,33.53,23.78,83.96,0.01,5
86.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
87.00,342.36,18152.35,2.02,7.76,0.46,90.00,HBEFA3/PC_G_EU4,0.00,7.80,0,e1_0,77.94,530.65,route01,31.51,Car01,0.00,2463.34,-1.60,,,,,,,,,,,,,,,
87.00,398.31,21506.75,2.35,9.38,0.54,90.00,HBEFA3/PC_G_EU4,0.00,9.24,1,e1_0,79.11,487.68,route01,29.87,Car,0.00,2394.19,-1.60,,,,,,,,,,,,,,,
87.00,45.44,5857.86,0.35,2.15,0.11,90.00,HBEFA3/PC_G_EU4,0.00,2.52,2,e1_0,70.80,433.43,route01,22.73,Car,0.00,2306.89,-1.60,,,,,,,,,,,,,,,
87.00,367.69,21255.99,2.20,9.37,0.51,90.00,HBEFA3/PC_G_EU4,0.00,9.14,3,e1_0,78.93,381.86,route01,25.03,Car,0.00,2223.89,-1.60,,,,,,,,,,,,,,,
87.00,248.84,15672.37,1.52,6.88,0.36,90.00,HBEFA3/PC_G_EU4,0.00,6.74,4,e1_0,75.87,332.50,route01,18.77,Car,0.00,2144.44,-1.60,,,,,,,,,,,,,,,
87.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
87.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
87.00,,,,,,,,,,,,,,,,,,,,e0,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e0_0,33.53,33.53,0.00,0.00,0
87.00,,,,,,,,,,,,,,,,,,,,e1,78.18,1402.65,82445.33,8.44,35.53,1.97,0.00,35.44,e1_0,33.53,25.58,84.35,0.01,5
87.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
88.00,415.20,20954.42,2.42,9.05,0.54,90.00,HBEFA3/PC_G_EU4,0.00,9.01,0,e1_0,79.28,563.78,route01,33.13,Car01,0.00,2516.66,-1.60,,,,,,,,,,,,,,,
88.00,357.02,18908.15,2.10,8.12,0.47,90.00,HBEFA3/PC_G_EU4,0.00,8.13,1,e1_0,78.21,519.09,route01,31.41,Car,0.00,2444.74,-1.60,,,,,,,,,,,,,,,
88.00,374.67,21544.87,2.24,9.50,0.52,90.00,HBEFA3/PC_G_EU4,0.00,9.26,2,e1_0,79.08,458.77,route01,25.33,Car,0.00,2347.66,-1.60,,,,,,,,,,,,,,,
88.00,430.40,23755.42,2.55,10.49,0.59,90.00,HBEFA3/PC_G_EU4,0.00,10.21,3,e1_0,80.18,409.49,route01,27.63,Car,0.00,2268.35,-1.60,,,,,,,,,,,,,,,
88.00,292.68,17916.20,1.78,7.87,0.42,90.00,HBEFA3/PC_G_EU4,0.00,7.70,4,e1_0,77.15,353.86,route01,21.37,Car,0.00,2178.83,-1.60,,,,,,,,,,,,,,,
88.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
88.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
88.00,,,,,,,,,,,,,,,,,,,,e0,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e0_0,33.53,33.53,0.00,0.00,0
88.00,,,,,,,,,,,,,,,,,,,,e1,72.01,1869.96,103079.07,11.10,45.02,2.54,0.00,44.31,e1_0,33.53,27.77,85.89,0.01,5
88.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
89.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,e1_0,74.87,596.67,route01,32.89,Car01,0.00,2569.59,-1.60,,,,,,,,,,,,,,,
89.00,107.46,6763.69,0.67,2.39,0.16,90.00,HBEFA3/PC_G_EU4,0.00,2.91,1,e1_0,74.66,550.55,route01,31.46,Car,0.00,2495.37,-1.60,,,,,,,,,,,,,,,
89.00,438.30,24056.80,2.60,10.62,0.60,90.00,HBEFA3/PC_G_EU4,0.00,10.34,2,e1_0,80.33,486.70,route01,27.93,Car,0.00,2392.61,-1.60,,,,,,,,,,,,,,,
89.00,442.93,23655.04,2.61,10.39,0.59,90.00,HBEFA3/PC_G_EU4,0.00,10.17,3,e1_0,80.11,439.41,route01,29.92,Car,0.00,2316.51,-1.60,,,,,,,,,,,,,,,
89.00,344.35,20266.17,2.07,8.92,0.49,90.00,HBEFA3/PC_G_EU4,0.00,8.71,4,e1_0,78.41,377.83,route01,23.97,Car,0.00,2217.40,-1.60,,,,,,,,,,,,,,,
89.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
89.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
89.00,,,,,,,,,,,,,,,,,,,,e0,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e0_0,33.53,33.53,0.00,0.00,0
89.00,,,,,,,,,,,,,,,,,,,,e1,68.41,1333.04,74741.71,7.94,32.32,1.83,0.00,32.13,e1_0,33.53,29.23,85.31,0.01,5
89.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
90.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,e1_0,74.24,629.00,route01,32.32,Car01,0.00,2621.61,-1.60,,,,,,,,,,,,,,,
90.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e1_0,74.57,582.01,route01,31.46,Car,0.00,2546.00,-1.60,,,,,,,,,,,,,,,
90.00,440.70,23455.99,2.60,10.29,0.59,90.00,HBEFA3/PC_G_EU4,0.00,10.08,2,e1_0,80.03,516.87,route01,30.17,Car,0.00,2441.17,-1.60,,,,,,,,,,,,,,,
90.00,83.85,6195.30,0.54,2.15,0.14,90.00,HBEFA3/PC_G_EU4,0.00,2.66,3,e1_0,73.96,469.38,route01,29.97,Car,0.00,2364.74,-1.60,,,,,,,,,,,,,,,
90.00,403.85,22722.27,2.41,10.02,0.56,90.00,HBEFA3/PC_G_EU4,0.00,9.77,4,e1_0,79.67,404.39,route01,26.57,Car,0.00,2260.15,-1.60,,,,,,,,,,,,,,,
90.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
90.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
90.00,,,,,,,,,,,,,,,,,,,,e0,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e0_0,33.53,33.53,0.00,0.00,0
90.00,,,,,,,,,,,,,,,,,,,,e1,66.45,1026.58,58686.25,6.15,24.64,1.43,0.00,25.23,e1_0,33.53,30.10,84.37,0.01,5
90.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
91.00,229.96,12056.40,1.36,4.85,0.30,90.00,HBEFA3/PC_G_EU4,0.00,5.18,0,e1_0,76.38,661.92,route01,32.93,Car01,0.00,2674.60,-1.60,,,,,,,,,,,,,,,
91.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e1_0,74.57,613.48,route01,31.46,Car,0.00,2596.63,-1.60,,,,,,,,,,,,,,,
91.00,326.11,17361.87,1.92,7.39,0.43,90.00,HBEFA3/PC_G_EU4,0.00,7.46,2,e1_0,77.65,548.39,route01,31.51,Car,0.00,2491.88,-1.60,,,,,,,,,,,,,,,
91.00,84.26,6197.18,0.54,2.15,0.14,90.00,HBEFA3/PC_G_EU4,0.00,2.66,3,e1_0,73.98,499.41,route01,30.02,Car,0.00,2413.06,-1.60,,,,,,,,,,,,,,,
91.00,471.19,25284.51,2.78,11.18,0.63,90.00,HBEFA3/PC_G_EU4,0.00,10.87,4,e1_0,80.92,433.56,route01,29.17,Car,0.00,2307.09,-1.60,,,,,,,,,,,,,,,
91.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
91.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
91.00,,,,,,,,,,,,,,,,,,,,e0,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e0_0,33.53,33.53,0.00,0.00,0
91.00,,,,,,,,,,,,,,,,,,,,e1,64.48,1209.70,67212.65,7.21,27.74,1.65,0.00,28.89,e1_0,33.53,31.02,84.46,0.01,5
91.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
92.00,227.36,11672.14,1.34,4.66,0.30,90.00,HBEFA3/PC_G_EU4,0.00,5.02,0,e1_0,76.45,695.38,route01,33.46,Car01,0.00,2728.45,-1.60,,,,,,,,,,,,,,,
92.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e1_0,74.57,644.94,route01,31.46,Car,0.00,2647.27,-1.60,,,,,,,,,,,,,,,
92.00,252.16,13418.21,1.49,5.51,0.34,90.00,HBEFA3/PC_G_EU4,0.00,5.77,2,e1_0,76.57,580.71,route01,32.32,Car,0.00,2543.90,-1.60,,,,,,,,,,,,,,,
92.00,97.67,6804.19,0.62,2.43,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.92,3,e1_0,74.15,529.55,route01,30.14,Car,0.00,2461.57,-1.60,,,,,,,,,,,,,,,
92.00,378.93,20174.06,2.23,8.73,0.51,90.00,HBEFA3/PC_G_EU4,0.00,8.67,4,e1_0,78.64,464.47,route01,30.91,Car,0.00,2356.83,-1.60,,,,,,,,,,,,,,,
92.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
92.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
92.00,,,,,,,,,,,,,,,,,,,,e0,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e0_0,33.53,33.53,0.00,0.00,0
92.00,,,,,,,,,,,,,,,,,,,,e1,63.17,1054.30,58381.28,6.29,23.50,1.44,0.00,25.10,e1_0,33.53,31.66,83.37,0.01,5
92.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
93.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,e1_0,75.29,728.74,route01,33.36,Car01,0.00,2782.14,-1.60,,,,,,,,,,,,,,,
93.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e1_0,74.57,676.40,route01,31.46,Car,0.00,2697.90,-1.60,,,,,,,,,,,,,,,
93.00,205.93,10948.63,1.22,4.33,0.27,90.00,HBEFA3/PC_G_EU4,0.00,4.71,2,e1_0,76.06,613.51,route01,32.80,Car,0.00,2596.69,-1.60,,,,,,,,,,,,,,,
93.00,108.09,7247.80,0.68,2.64,0.17,90.00,HBEFA3/PC_G_EU4,0.00,3.12,3,e1_0,74.31,559.87,route01,30.31,Car,0.00,2510.36,-1.60,,,,,,,,,,,,,,,
93.00,285.87,15216.80,1.69,6.36,0.38,90.00,HBEFA3/PC_G_EU4,0.00,6.54,4,e1_0,77.02,496.43,route01,31.96,Car,0.00,2408.26,-1.60,,,,,,,,,,,,,,,
93.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
93.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
93.00,,,,,,,,,,,,,,,,,,,,e0,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e0_0,33.53,33.53,0.00,0.00,0
93.00,,,,,,,,,,,,,,,,,,,,e1,62.54,698.06,39725.91,4.20,15.51,0.97,0.00,17.08,e1_0,33.53,31.98,82.56,0.01,5
93.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
94.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,e1_0,74.43,761.52,route01,32.78,Car01,0.00,2834.89,-1.60,,,,,,,,,,,,,,,
94.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e1_0,74.57,707.86,route01,31.46,Car,0.00,2748.53,-1.60,,,,,,,,,,,,,,,
94.00,177.51,9429.66,1.05,3.61,0.24,90.00,HBEFA3/PC_G_EU4,0.00,4.05,2,e1_0,75.81,646.60,route01,33.09,Car,0.00,2649.95,-1.60,,,,,,,,,,,,,,,
94.00,116.10,7562.03,0.72,2.78,0.17,90.00,HBEFA3/PC_G_EU4,0.00,3.25,3,e1_0,74.46,590.38,route01,30.51,Car,0.00,2559.46,-1.60,,,,,,,,,,,,,,,
94.00,226.87,12067.84,1.34,4.87,0.30,90.00,HBEFA3/PC_G_EU4,0.00,5.19,4,e1_0,76.28,529.01,route01,32.59,Car,0.00,2460.71,-1.60,,,,,,,,,,,,,,,
94.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
94.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
94.00,,,,,,,,,,,,,,,,,,,,e0,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e0_0,33.53,33.53,0.00,0.00,0
94.00,,,,,,,,,,,,,,,,,,,,e1,62.33,618.66,35372.21,3.73,13.43,0.86,0.00,15.20,e1_0,33.53,32.09,82.17,0.01,5
94.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
95.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,e1_0,74.78,794.09,route01,32.57,Car01,0.00,2887.30,-1.60,,,,,,,,,,,,,,,
95.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e1_0,74.57,739.32,route01,31.46,Car,0.00,2799.16,-1.60,,,,,,,,,,,,,,,
95.00,160.22,8504.87,0.95,3.17,0.21,90.00,HBEFA3/PC_G_EU4,0.00,3.66,2,e1_0,75.68,679.87,route01,33.27,Car,0.00,2703.48,-1.60,,,,,,,,,,,,,,,
95.00,122.58,7793.11,0.76,2.89,0.18,90.00,HBEFA3/PC_G_EU4,0.00,3.35,3,e1_0,74.59,621.11,route01,30.73,Car,0.00,2608.92,-1.60,,,,,,,,,,,,,,,
95.00,190.34,10115.60,1.13,3.94,0.25,90.00,HBEFA3/PC_G_EU4,0.00,4.35,4,e1_0,75.92,561.98,route01,32.96,Car,0.00,2513.75,-1.60,,,,,,,,,,,,,,,
95.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
95.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
95.00,,,,,,,,,,,,,,,,,,,,e0,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e0_0,33.53,33.53,0.00,0.00,0
95.00,,,,,,,,,,,,,,,,,,,,e1,62.12,571.32,32726.28,3.45,12.17,0.79,0.00,14.07,e1_0,33.53,32.20,82.14,0.01,5
95.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
96.00,271.14,13849.72,1.59,5.69,0.35,90.00,HBEFA3/PC_G_EU4,0.00,5.95,0,e1_0,76.99,827.44,route01,33.35,Car01,0.00,2940.98,-1.60,,,,,,,,,,,,,,,
96.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e1_0,74.57,770.78,route01,31.46,Car,0.00,2849.79,-1.60,,,,,,,,,,,,,,,
96.00,149.76,7945.18,0.89,2.90,0.20,90.00,HBEFA3/PC_G_EU4,0.00,3.42,2,e1_0,75.61,713.24,route01,33.37,Car,0.00,2757.19,-1.60,,,,,,,,,,,,,,,
96.00,128.07,7970.01,0.79,2.97,0.19,90.00,HBEFA3/PC_G_EU4,0.00,3.43,3,e1_0,74.72,652.07,route01,30.96,Car,0.00,2658.75,-1.60,,,,,,,,,,,,,,,
96.00,168.01,8921.63,1.00,3.37,0.22,90.00,HBEFA3/PC_G_EU4,0.00,3.84,4,e1_0,75.74,595.16,route01,33.19,Car,0.00,2567.17,-1.60,,,,,,,,,,,,,,,
96.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
96.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
96.00,,,,,,,,,,,,,,,,,,,,e0,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e0_0,33.53,33.53,0.00,0.00,0
96.00,,,,,,,,,,,,,,,,,,,,e1,61.60,815.15,44999.23,4.88,17.10,1.11,0.00,19.34,e1_0,33.53,32.47,82.61,0.01,5
96.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
97.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,e1_0,73.92,859.83,route01,32.39,Car01,0.00,2993.11,-1.60,,,,,,,,,,,,,,,
97.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e1_0,74.57,802.24,route01,31.46,Car,0.00,2900.43,-1.60,,,,,,,,,,,,,,,
97.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,2,e1_0,75.40,746.59,route01,33.35,Car,0.00,2810.86,-1.60,,,,,,,,,,,,,,,
97.00,132.89,8110.15,0.81,3.03,0.19,90.00,HBEFA3/PC_G_EU4,0.00,3.49,3,e1_0,74.84,683.26,route01,31.19,Car,0.00,2708.94,-1.60,,,,,,,,,,,,,,,
97.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,4,e1_0,75.30,628.32,route01,33.16,Car,0.00,2620.53,-1.60,,,,,,,,,,,,,,,
97.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
97.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
97.00,,,,,,,,,,,,,,,,,,,,e0,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e0_0,33.53,33.53,0.00,0.00,0
